PassengerId,Survived
892,0.0026557509893771238
893,0.319163604453234
894,-0.014192665396888186
895,0.14165076477773184
896,0.3955418355216298
897,0.04835982235600808
898,0.32467319621776886
899,0.18906525944726235
900,0.7903270824834632
901,0.06842194934723331
902,0.14221186211394563
903,0.3957380103608438
904,0.9445669523372004
905,-0.05100261138507928
906,0.9169337242262953
907,1.1163881381429803
908,0.1782612862109434
909,0.2815880984010684
910,0.10781856426776543
911,0.4534963122195948
912,-0.011097324691451724
913,0.617465130606773
914,1.0890747947084192
915,0.5200211063921959
916,1.05904237297239
917,-0.04575798862568983
918,1.0880070691260222
919,0.26455429471233016
920,0.28299157495381383
921,0.15205782831232947
922,-0.08265699904742417
923,0.17654913775707795
924,0.6137072016054065
925,0.5477380543638536
926,0.654739432722112
927,0.28087114506703803
928,0.5444607985447697
929,0.4913029576635281
930,0.11831397101956703
931,0.3309223127348497
932,-0.1925630836119732
933,0.2171610744685896
934,0.2955347684254705
935,0.9685427150886291
936,0.9618061101170984
937,0.1340824603334344
938,0.3045788239188319
939,0.07683857535349507
940,0.9591251763860088
941,0.5870528019907881
942,0.36034678175382645
943,0.23838185730174397
944,0.8215998269677146
945,0.9335338500943557
946,0.20150815448166134
947,0.305648843976207
948,0.10374117742858728
949,0.2550090094407628
950,-0.011940923480477292
951,1.0152644988121293
952,0.04212576676500138
953,0.10467216833800039
954,0.04168521135577288
955,0.5827758509963853
956,0.47886177389064244
957,0.7550303948469214
958,0.7127159176402834
959,0.4220451568408165
960,0.4777111353809595
961,1.1720508371523772
962,0.5197522933523585
963,0.06080258342561967
964,0.3036236498274609
965,0.5551310906745734
966,1.1309750493150852
967,0.503550229160924
968,0.1435973535073223
969,0.9555660643763589
970,0.09099505351784014
971,0.5197522933523585
972,0.6535181926966122
973,0.13233692594645846
974,0.349444501389052
975,0.14221186211394563
976,0.16788124684368133
977,0.10447426260650225
978,0.42107845141743144
979,0.5935925538839819
980,0.7617524767859221
981,0.845055379782411
982,0.401232518623058
983,0.14112647067218229
984,1.0090904530143336
985,0.1435973535073223
986,0.5737706465312801
987,0.10961826366973261
988,0.9781330407661898
989,0.16842845068247603
990,0.5161075036881633
991,0.08398881451339504
992,0.9888207391624197
993,0.18385562703524502
994,0.07683857535349507
995,0.12366374404226847
996,0.7908713143995532
997,0.11710994628919819
998,0.08821903950317196
999,0.07683857535349507
1000,0.1490704832753618
1001,0.20079828419576262
1002,0.11521863008044886
1003,0.7620925396681261
1004,0.9413426816510031
1005,0.6966074293665565
1006,0.9441285166830353
1007,0.16866197247906953
1008,0.16749727102948006
1009,0.7351924217219422
1010,0.35500134296809677
1011,1.038500549805987
